"numero";"ano";"id_unidade_requisitante";"nome_unidade_requisitante";"id_unidade_custo";"nome_unidade_custo";"data_envio";"descricao";"local";"observacoes";"status";"processo"
"111";"2011";"1431";"DIRETORIA DE OBRAS";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"12/01/2011";"SOLICITA DEMOLIÇÃO / RETIRADA DE RESERVATÓRIO ENTERRADO DO LABORATÓRIO DE RECURSOS HÍDRICOS E SANEAMENTO AMBIENTAL - LARHISA EXISTENTE NO LOCAL DA OBRA DE CONSTRUÇÃO DO PRÉDIO DESTINADO AOS LABORATÓRIOS DOS NOVOS CURSOS DE ENGENHARIA - CT/UFRN, OBJETO DA CC 09/2010-FUNPEC. MEMORANDO INTERNO N.º 002/2011-SIN.";"SOLICITA DEMOLIÇÃO / RETIRADA DE RESERVATÓRIO ENTERRADO DO LABORATÓRIO DE RECURSOS HÍDRICOS E SANEAMENTO AMBIENTAL - LARHISA EXISTENTE NO LOCAL DA OBRA DE CONSTRUÇÃO DO PRÉDIO DESTINADO AOS LABORATÓRIOS DOS NOVOS CURSOS DE ENGENHARIA - CT/UFRN, OBJETO DA CC 09/2010-FUNPEC. MEMORANDO INTERNO N.º 002/2011-SIN.";"";"ARQUIVADA";"23077.1173/2011-18"
"84";"2011";"445";"CENTRO DE TECNOLOGIA";"445";"CENTRO DE TECNOLOGIA";"10/01/2011";"SOLICITA A ELABORAÇÃO DOS RELATÓRIOS DE IMPACTO DE VIZINHANÇA (RIV), DE IMPACTO SOBRE O TRÁFEGO URBANO (RITUR), PROJETOS COMPLEMENTAR DE ACESSIBILIDADE (PCA) E DO PROJETO DO MURO DE ARRIMO DA OBRA DE CONSTRUÇÃO DO PRÉDIO DESTINADO AOS LABORATÓRIOS DOS NOVOS CURSOS DE ENGENHARIA - CT/UFRN. MEMORANDO N.º 003/2011-SIN.";"SOLICITA A ELABORAÇÃO DOS RELATÓRIOS DE IMPACTO DE VIZINHANÇA (RIV), DE IMPACTO SOBRE O TRÁFEGO URBANO (RITUR), PROJETOS COMPLEMENTAR DE ACESSIBILIDADE (PCA) E DO PROJETO DO MURO DE ARRIMO DA OBRA DE CONSTRUÇÃO DO PRÉDIO DESTINADO AOS LABORATÓRIOS DOS NOVOS CURSOS DE ENGENHARIA - CT/UFRN. MEMORANDO N.º 003/2011-SIN.";"";"ATENDIDA";"23077.910/2011-65"
"78";"2011";"3297";"SECRETARIA ADMINISTRATIVA DO CB";"3297";"SECRETARIA ADMINISTRATIVA DO CB";;"SOLICITAMOS A CONSTRUÇÃO DE UMA PASSARELA LIGANDO O TERCEIRO PAVIMENTO DO BLOCO NOVO AO CORREDOR DO DEPARTAMENTO DE BIOQUÍMICA. DPO - PROJ. ARQUITETURA";"SOLICITAMOS A CONSTRUÇÃO DE UMA PASSARELA LIGANDO O TERCEIRO PAVIMENTO DO BLOCO NOVO AO CORREDOR DO DEPARTAMENTO DE BIOQUÍMICA. DPO - PROJ. ARQUITETURA";"";"ENVIADA_PROJETO";"23077.1174/2011-62"
"65";"2011";"1475";"DAS/PROGESP - DIRETORIA DE ATENÇÃO À SAÚDE DO SERVIDOR";"1475";"DAS/PROGESP - DIRETORIA DE ATENÇÃO À SAÚDE DO SERVIDOR";;"RETIRADA DE 02 ÁRVORES ENTRE O DDRH E O DAS (EUCALIPTO E FLAMBOYANTS) COM RISCO DE CAIR EM CARROS ESTACIONADOS EM SUAS PROXIMIDADES. DMA";"RETIRADA DE 02 ÁRVORES ENTRE O DDRH E O DAS (EUCALIPTO E FLAMBOYANTS) COM RISCO DE CAIR EM CARROS ESTACIONADOS EM SUAS PROXIMIDADES. DMA";"";"ARQUIVADA";"23077.1178/2011-41"
"58";"2011";"2683";"HUOL - DIRETORIA DE ENGENHARIA CLINICA";"2683";"HUOL - DIRETORIA DE ENGENHARIA CLINICA";"07/01/2011";"SERVIÇO DE ELABORAÇÃO DE PROJETO ORÇAMENTARIO PARA IMPERMEABILIZAÇÃO DOS RESERVATORIOS SUPERIORES DO CENTRO DE DIAGNOSTICO POR IMAGEM E PREDIO ADMINISTRATIVO.";"SERVIÇO DE ELABORAÇÃO DE PROJETO ORÇAMENTARIO PARA IMPERMEABILIZAÇÃO DOS RESERVATORIOS SUPERIORES DO CENTRO DE DIAGNOSTICO POR IMAGEM E PREDIO ADMINISTRATIVO.";"Reservatorios não possuem nenhum tipo de revestimento impermeabilizante.";"ENVIADA_PROJETO";"23077.1179/2011-95"
"54";"2011";"5229";"CAMPUS DO CÉREBRO";"5229";"CAMPUS DO CÉREBRO";"07/01/2011";"PROJETO DE ESTRUTURA DA PASSAGEM DE NÍVEL DA VP07/08 - CAMPUS DO CÉREBRO - MACAÍBA/RN";"PROJETO DE ESTRUTURA DA PASSAGEM DE NÍVEL DA VP07/08 - CAMPUS DO CÉREBRO - MACAÍBA/RN";"";"ATENDIDA";"23077.696/2011-47"
"53";"2011";"290";"MUSEU CÂMARA CASCUDO";"290";"MUSEU CÂMARA CASCUDO";"07/01/2011";"REFORMA DA SALA MINA BREJUÍ - MUSEU CÂMARA CASCUDO";"REFORMA DA SALA MINA BREJUÍ - MUSEU CÂMARA CASCUDO";"";"ENVIADA_ORCAMENTO";"23077.695/2011-1"
"34";"2011";"4894";"DEPARTAMENTO DE GEOFÍSICA";"4894";"DEPARTAMENTO DE GEOFÍSICA";"07/01/2011";"CORREMÃO PEQUENO (EM DUAS ESCADAS) PARA ESTACIONAMENTO DO LABORATÓRIO DE GEOFÍSICA APLICADA. DPO - PROJ. ARQUITETURA";"CORREMÃO PEQUENO (EM DUAS ESCADAS) PARA ESTACIONAMENTO DO LABORATÓRIO DE GEOFÍSICA APLICADA. DPO - PROJ. ARQUITETURA";"";"ENVIADA_PROJETO";"23077.1180/2011-10"
"18";"2011";"1452";"NÚCLEO DE EDUCAÇÃO DA INFÂNCIA";"1452";"NÚCLEO DE EDUCAÇÃO DA INFÂNCIA";;"SOLICITAMOS DE UM PROFISSIONAL DA ÁREA DE INFORMÁTICA PARA FAZER MUDANÇA DA SALA DE MULTIMÍDIA COM 10 COMPUTADORES, PARA A SALA DOS PROFESSORES, QUE TEM O MESMO ESPAÇO FÍSICO. DPO - PROJ. INST. ELÉTRICAS";"SOLICITAMOS DE UM PROFISSIONAL DA ÁREA DE INFORMÁTICA PARA FAZER MUDANÇA DA SALA DE MULTIMÍDIA COM 10 COMPUTADORES, PARA A SALA DOS PROFESSORES, QUE TEM O MESMO ESPAÇO FÍSICO. DPO - PROJ. INST. ELÉTRICAS";"";"ENVIADA_PROJETO";"23077.2066/2011-15"
"8";"2011";"50";"DEPARTAMENTO DE ENGENHARIA MECANICA";"50";"DEPARTAMENTO DE ENGENHARIA MECANICA";;"REFORMA NAS SALAS DE AERO DESIGN NO NÚCLEO TECNOLÓGICO. DPO - PROJ. ARQUITETURA";"REFORMA NAS SALAS DE AERO DESIGN NO NÚCLEO TECNOLÓGICO. DPO - PROJ. ARQUITETURA";"";"ENVIADA_PROJETO";"23077.913/2011-7"
"7575";"2010";"349";"FUNDAÇÃO NORTE-RIOGRANDENSE DE PESQUISA E CULTURA";"349";"FUNDAÇÃO NORTE-RIOGRANDENSE DE PESQUISA E CULTURA";"27/12/2010";"SERVIÇOS DE ADEQUAÇÃO DAS INSTALAÇÕES ELÉTRICAS, LÓGICAS E TELEFONIA DA SALA DE VISUALIZAÇÃO. OFÍCIO N.º 2944/2010-SUPER.";;"";"ENVIADA_PROJETO";"23077.57492/2010-5"
"7570";"2010";"1452";"NÚCLEO DE EDUCAÇÃO DA INFÂNCIA";"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";;"ANÁLISE PARA VIABILIZAÇÃO DO CORTE DE 02 (DUAS) ÁRVORES SITUADAS NA ÁREA DE RECREIO DAS CRIANÇAS DO NEI/CAP/UFRN, PARA QUE A MESMA POSSA RECEBER COBERTURA - CONFORME MEMORANDO 147/2010 - NEI.";;"";"ATENDIDA";"23077.57154/2010-65"
"7568";"2010";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"22/12/2010";"AVALIAÇÃO DAS INSTALAÇÕES DE MEDIDORES DE ÁGUA E ENERGIA ELÉTRICA PARA AS UNIDADES QUE NÃO INTEGRAM O HUOL, CUJAS DESPESAS, ATÉ HOJE, SÃO PAGAS PELO REFERIDO HOSPITAL.";;"";"ATENDIDA";"23077.57140/2010-41"
"7564";"2010";"54";"DEPARTAMENTO DE ARQUITETURA";"445";"CENTRO DE TECNOLOGIA";"21/12/2010";"REFORMA DOS LABORATÓRIOS DO DEPARTAMENTO DE ARQUITETURA DO CENTRO DE TECNOLOGIA - 2ª ETAPA.";;"";"FINALIZADA_ATENDIMENTO";
"7563";"2010";"57";"DEPARTAMENTO DE ENGENHARIA QUIMICA";"445";"CENTRO DE TECNOLOGIA";"21/12/2010";"AMPLIAÇÃO DO LABORATÓRIO DE ENGENHARIA QUÍMICA PARA IMPLANTAÇÃO DO LABORATÓRIO FENÔMENOS DE TRANSPORTE.";;"";"FINALIZADA_ATENDIMENTO";
"7561";"2010";"1422";"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"1422";"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"21/12/2010";"SOLICITA AVALIAÇÃO DO ESPAÇO FÍSICO LOCALIZADO NA ESCOLA AGRÍCOLA DE JUNDIAÍ - EAJ. MEMORANDO N.º 358/2010-SECONT/PROAD.";;"";"ENVIADA_ORCAMENTO";"23077.57004/2010-51"
"7560";"2010";"203";"DEPARTAMENTO DE NUTRIÇÃO";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"21/12/2010";"CONSTRUÇÃO DO DEPARTAMENTO DE NUTRIÇÃO NO CAMPUS CENTRAL.";;"";"FINALIZADA_ATENDIMENTO";"23077.57005/2010-4"
"7559";"2010";"1463";"RESIDENCIAS UNIVERSITÁRIAS";"1463";"RESIDENCIAS UNIVERSITÁRIAS";"21/12/2010";"CONSTRUÇÃO DO BLOCO IV PARA RESIDÊNCIA UNIVERSITÁRIA NO CAMPUS CENTRAL DA UFRN.";;"";"FINALIZADA_ATENDIMENTO";"23077.57006/2010-41"
"7488";"2010";"120";"DEPARTAMENTO DE MATEMÁTICA";"120";"DEPARTAMENTO DE MATEMÁTICA";;"PREZADOS SENHORES;

SOLICTAMOS A GENTILEZA QUE OS SENHORES NOS ENVIEM UM TECNICO A FIM DE INSTALAR 05 (CINCO) TOMADAS PARA SPLITS (ARCONDICIONADOS) NAS SALAS DOS PROFESSORES IRAN ABREU [SALA: 69], PROFESSOR ROBERTO HUGO [SALA: 70]. PROFª DEBORA [SALA: 52] E DO PROF. ODIRLEI [SALA: 50] E INSTALAÇAÕ DE INTERNET E FORÇÃ.

ATENCIOSAMENTE,

ALBIMAR MELLO
SECRETÁRIO DO DM
DPO - PROJ. INST. ELÉTRICAS";;"";"ENVIADA_PROJETO";"23077.57007/2010-95"
"7484";"2010";"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"15/12/2010";"RECOMPOSIÇÃO DO SISTEMA ELÉTRICO DO SETOR DE AULA V";;"";"ENVIADA_PROJETO";"23077.55943/2010-61"
"7483";"2010";"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"15/12/2010";"RECOMPOSIÇÃO DO SISTEMA ELÉTRICO DO SETOR DE AULA I ";;"";"ARQUIVADA";"23077.55948/2010-94"
"7482";"2010";"106";"PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA QUÍMICA";"106";"PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA QUÍMICA";"15/12/2010";"DMA - SOLICITAMOS A PRESENÇA DE UM ENGENHEIRO QUÍMICO PARA ELABORAR UMA SOLUÇÃO EM DETRIMENTO AO DESPERDÍCIO DE ÁGUA PROVENIENTE DOS DESTILADORES DO LABORATÓRIO DE CONTROLE DE QUALIDADE DO PRÉDIO DE ENGENHARIA DE ALIMENTOS, DO DEPARTAMENTO DE ENGENHARIA QUÍMICA.";;"PROCURAR A PROFA. KÁTIA NICOLAU MATSUI.";"ATENDIDA";"23077.57009/2010-84"
"7481";"2010";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"15/12/2010";"SOLICITA SINALIZAÇÃO DOS POSTES LOCALIZADOS NO ESTACIONAMENTO DO CCS, BEM COMO A CONSTRUÇÃO DE DEFENSAS NOS REFERIDOS POSTES, EM RAZÃO DA INTERLIGAÇÃO DAS FIBRAS ÓTICAS E CABEAMENTO DE CFTV PARA A REESTRUTURAÇÃO DA REDE DE COMUNICAÇÃO DE DADOS DO CAMPUS DA SAÚDE - TP 11/2010-UFRN.";;"";"ENVIADA_PROJETO";"23077.56493/2010-24"
"7480";"2010";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"15/12/2010";"SOLICITA ANÁLISE DOS PREÇOS REFERENTE A PINTURA DA FACHADA DA MATERNIDADE ESCOLA JANUÁRIO CICCO.";;"";"ATENDIDA";"23077.56501/2010-32"
"7465";"2010";"1463";"RESIDENCIAS UNIVERSITÁRIAS";"1463";"RESIDENCIAS UNIVERSITÁRIAS";"14/12/2010";"REFORMA DAS RESIDÊNCIAS UNVERSITÁRIAS - CAMPUS I, II E MIPIBU MASCULINA E FEMININA.";;"";"FINALIZADA_ATENDIMENTO";"23077.55732/2010-29"
"7446";"2010";"17";"PRÓ-REITORIA DE EXTENSÃO UNIVERSITÁRIA";"17";"PRÓ-REITORIA DE EXTENSÃO UNIVERSITÁRIA";"13/12/2010";"AMBIENTAÇÃO DA PRÓ-REITORIA DE EXTENSÃO.";;"";"ENVIADA_PROJETO";"23077.55567/2010-13"
"7445";"2010";"50";"DEPARTAMENTO DE ENGENHARIA MECANICA";"445";"CENTRO DE TECNOLOGIA";"13/12/2010";"ELABORAÇÃO DO PROJETO EXECUTIVO DO LABORATÓRIO DE MODELAGEM DE ESCOAMENTOS MULTIFASICOS - DEPARTAMENTO DE ENGENHARIA MECÂNICA / CT. OFÍCIO N.º 2881/2010-SUPER.";;"";"ENVIADA_PROJETO";"23077.55568/2010-50"
"7444";"2010";"159";"DEPARTAMENTO DE EDUCAÇÃO";"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"13/12/2010";"ABERTURA DE JANELAS INTERNAS NA SALA DA COORDENAÇÃO DO PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO - 1º ANDAR E NAS SALAS DAS COORDENAÇÕES DE CURSOS NO 2º E 3º ANDAR. MEMORANDO N.º 240/2010-DEPED.";;"";"ENVIADA_PROJETO";"23077.55569/2010-2"
"7439";"2010";"5234";"CENTRO DE EDUCACAO - CEDUC";"5234";"CENTRO DE EDUCACAO - CEDUC";"13/12/2010";"CONSTRUÇÃO DA 2ª ETAPA DO CENTRO DE EDUCAÇÃO.";;"";"FINALIZADA_ATENDIMENTO";"23077.55492/2010-62"
"7438";"2010";"176";"ADMINISTRAÇÃO DO CB";"176";"ADMINISTRAÇÃO DO CB";;"DMA - SOLICITAMOS A RETIRADA DE UMA ÁRVORE (CASUARINA) DO ESTACIONAMENTO DO CB, PRÓXIMO AO DMP, POIS A MESMA ESTÁ ""MORTA"" AMEAÇANDO CAIR SOBRE OS CARROS.";;"";"ATENDIDA";"23077.57011/2010-53"
"7433";"2010";"50";"DEPARTAMENTO DE ENGENHARIA MECANICA";"50";"DEPARTAMENTO DE ENGENHARIA MECANICA";"17/12/2010";"VIABILIZAÇÃO DE UM PROJETO ARQUITETÔNICO PARA ADEQUAR UM ESPAÇO FÍSICO LOCALIZADO NO LAB. ACESSIBILIDADE INTEGRADA, BLOCO 10, NTI-CT, QUE ATENDA AS NECESSIDADES DAS NOVAS INSTALAÇÕES DO LABPLASMA COM POSSIVEL PROJETO DE UM MEZANINO";;"";"ARQUIVADA";"23077.56384/2010-15"
"7432";"2010";"102";"PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO";"445";"CENTRO DE TECNOLOGIA";"13/12/2010";"AMPLIAÇÃO DAS INSTALAÇÕES FÍSICAS DO DEPARTAMENTO DE ARQUITETURA E URBANISMO - DARQ / CT. MEMORANDO N.º 31/10-PPGAU/UFRN.";;"";"ENVIADA_PROJETO";"23077.55416/2010-57"
"7420";"2010";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"10/12/2010";"CONSTRUÇÃO DO PRÉDIO DE GEOLOGIA DO PETRÓLEO";;"";"ATENDIDA";"23077.55232/2010-97"
"7405";"2010";"54";"DEPARTAMENTO DE ARQUITETURA";"54";"DEPARTAMENTO DE ARQUITETURA";;"INSTALAÇÃO DE 14 PONTOS PARA TOMADA EM CADA SALA DO BLOCO H, SETOR IV (SALAS H1, H2, H3 E H4), TOTALIZANDO 56 PONTOS PARA TOMADA. DPO - PROJ. INST. ELÉTRICAS";;"Cada sala deverá receber 07 pontos para tomada em suas paredes laterais. Em cada ponto deverá ser instalada uma tomada dupla, para receber dois equipamentos (micro computadores)

As salas em questão são utilizadas para aulas práticas do curso de arquitetura e urbanismo, necessitando de instalaçoes individuais para equipamentos de informática.";"ENVIADA_PROJETO";"23077.55417/2010-0"
"7404";"2010";"424";"DEPARTAMENTO DE ENGENHARIA TÊXTIL";"424";"DEPARTAMENTO DE ENGENHARIA TÊXTIL";"09/12/2010";"AMPLIAÇÃO DO LABORATÓRIO DE CAD, GALPÃO DE ENGENHARIA TÊXTIL,  COM CONSTRUÇÃO DE DUAS PAREDES, MEDINDO 4 X5 METROS COM REMOÇÃO DA PORTA DO REFERIDO LABORATÓRIO PARA A NOVA PAREDE.
ESPAÇO FÍSICO FICOU PEQUENO COM A AQUISIÇÃO SOFTWARE E UM PLOTTER COM 16 COMPUTADORES. DPO - PROJ. ARQUITETURA";;"";"ENVIADA_PROJETO";"23077.55418/2010-46"
"7402";"2010";"424";"DEPARTAMENTO DE ENGENHARIA TÊXTIL";"424";"DEPARTAMENTO DE ENGENHARIA TÊXTIL";;"FECHAMENTO DOS COMUNGÓS DAS SALAS PROFESSORES NO GALPÃO DE ENGENHARIA TÊXTIL. DPO - PROJ. ARQUITETURA - ARQ. LUIZ RICARDO";;"";"ENVIADA_PROJETO";"23077.55419/2010-91"
"7396";"2010";"5067";"CENTRO DE CONVIVENCIA";"1447";"GASTOS COMUNS";"09/12/2010";"INSTALAÇÃO DE CABEAMENTO PARA ATIVAÇÃO DE UMA LINHA TELEFÔNICA NA LANCHONETE DO SETOR DE AULAS TEÓRICAS V. OFÍCIO N.º 025/2010-APURN.";;"";"ENVIADA_PROJETO";"23077.54844/2010-62"
"7386";"2010";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"08/12/2010";"RECUPERAÇÃO DA TORRE METÁLICA DE TRANSMISSÃO DA TV UNIVERSITÁRIA.";;"";"FINALIZADA_ATENDIMENTO";
"7385";"2010";"19";"SUPERINTENDENCIA DE COMUNICACAO";"19";"SUPERINTENDENCIA DE COMUNICACAO";"08/12/2010";"SUBSTITUIÇÃO DE REVESTIMENTO ACÚSTICO NOS ESTÚDIOS A E B DA SUPERINTENDÊNCIA DE COMUNICAÇÃO DA UFRN.";;"";"FINALIZADA_ATENDIMENTO";
"7384";"2010";"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"08/12/2010";"AMPLIAÇÃO DAS REDES ELÉTRICA E DE LÓGICA DO PAVILHÃO ADMINISTRATIVO DO CENTRO DE CIÊNCIAS SOCIAIS APLICADAS.";;"";"FINALIZADA_ATENDIMENTO";
"7367";"2010";"1840";"ASSESSORIA ADMINISTRATIVA DO CCHLA";"1840";"ASSESSORIA ADMINISTRATIVA DO CCHLA";;"SOLICITO  A DIVISÃO DE CARGAS ELÉTRICAS PARA O SETOR DE AULAS II. DPO - PROJ. INST. ELÉTRICAS";;"SOLICITAÇÃO URGENTE EM VIRTUDE DAS SUCESSIVAS QUEDAS DE ENERGIA E QUEIMA DE EQUIPAMENTOS NO SETOR.";"ENVIADA_PROJETO";"23077.55420/2010-15"
"7342";"2010";"203";"DEPARTAMENTO DE NUTRIÇÃO";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";;"SOLICITAMOS A DEMOLIÇÃO DAS PAREDES DE GESSO ENTRE AS SALAS DE AULA 2 E 3 E AS SALAS 4 E 5 DO PRÉDIO DO DEPARTAMENTO DE NUTRIÇÃO/CCS/UFRN, VISANDO AUMENTAR A CAPACIDADE DE ALUNOS DESTAS PARA COMPORTAR AS DISCIPLINAS OFERTADAS PELO RESPECTIVO DEPARTAMENTO, PARA O PRÓXIMO SEMESTRE 2011.1, INCLUINDO POSSÍVEIS INSTALAÇÕES ELÉTRICAS, CASO SEJA NECESSÁRIO. DPO/DIMACS";;"";"ARQUIVADA";"23077.55422/2010-12"
"7315";"2010";"2640";"SETOR DE COMPRAS E MANUTENÇÃO - CCSA";"2640";"SETOR DE COMPRAS E MANUTENÇÃO - CCSA";;"DPO / DIMAN - SOLICITAMOS A VOSSA SENHORIA QUE ENTRE EM CONTATO COM A FIRMA QUE FEZ A INSTALAÇÃO DOS POSTES DE ILUMINAÇÃO EM FRENTE AO BLOCO B, DO SETOR DE AULAS I, POIS ALGUNS POSTES CAÍRAM E AS LÂMPADAS DE OUTROS NÃO ESTÃO ACENDENDO.";;"";"ARQUIVADA";"23077.54846/2010-51"
"7294";"2010";"4890";"FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA";"4890";"FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA";"02/12/2010";"ELABORAÇÃO DE PROJETO DE REDE DE LÓGICA EM CABO DE FIBRA ÓPTICA PARA INTERLIGAÇÃO ENTRE O HUAB, A RESIDÊNCIA UNIVERSITÁRIA E OS BLOCOS 1 E 2 DA FACISA - SANTA CRUZ/RN";;"";"ENVIADA_PROJETO";"23077.53706/2010-66"
"7276";"2010";"57";"DEPARTAMENTO DE ENGENHARIA QUIMICA";"445";"CENTRO DE TECNOLOGIA";"02/12/2010";"SERVIÇO DE MONTAGEM E INSTALAÇÃO DE LINHAS DE GASES NO LABORATÓRIO - NUPEG. OFÍCIO N.º 2764/2010-SUPER E ANEXOS.";;"";"ATENDIDA";"23077.53677/2010-32"
"7274";"2010";"1463";"RESIDENCIAS UNIVERSITÁRIAS";"1463";"RESIDENCIAS UNIVERSITÁRIAS";;"DMA - ANALISAR A ÁGUA POTÁVEL DA RESIDÊNCIA UNIVERSITÁRIA CAMPUS II.

A MESMA COMEÇOU A PARTIR DE ONTEM (01/12/2010), A APRESENTAR UM GOSTO DESAGRADÁVEL E UM ODOR NÃO CARACTERISTICO EM ÁGUA PARA O CONSUMO HUMANO.";;"";"ATENDIDA";"23077.54516/2010-66"
"7250";"2010";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"01/12/2010";"SERVIÇOS DE RECUPERAÇÃO DA ESCADA DO AMBULATÓRIO NO HOSPITAL UNIVERSITÁRIO ONOFRE LOPES. OFÍCIO N.º 126/2010-DA/HUOL.";;"";"ATENDIDA";"23077.53371/2010-86"
"7237";"2010";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"30/11/2010";"REFORMA NO ESPAÇO LOCALIZADP NO HOSPITAL MOSENHOR WALFREDO GURGEL CEDIDO PARA A DISCIPLINA DE URGÊNCIA E EMERGÊNCIA DO CURSO DE MEDICINA DA UFRN.";;"";"FINALIZADA_ATENDIMENTO";
"7236";"2010";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"30/11/2010";"REFORMA PARA IMPLANTAÇÃO DA FARMÁCIA ESCOLA NO CENTRO DE CONVIVÊNCIA DA UFRN.";;"";"FINALIZADA_ATENDIMENTO";
"7220";"2010";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"29/11/2010";"CONSTRUÇÃO DO CENTRO VOCACIONAL DE EDUCAÇÃO DA ESCOLA AGRÍCOLA DE JUNDIAÍ";;"";"ATENDIDA";"23077.53001/2010-49"
"7208";"2010";"119";"ADMINISTRAÇÃO DO CCET";"119";"ADMINISTRAÇÃO DO CCET";"27/11/2010";"AMPLIAÇÃO DO ESTACIONAMENTO DO DEPARTAMENTO DE GEOLOGIA, SEGUNDO PROJETO GERAL DO CAMPUS JÁ CONFECCIONADO E APROVADO PELA SINFRA.
SE NECESSITAR DE PROJETO MAIS DETALHADO COM CURVAS DE NÍVEL, PODEMOS PROVIDENCIAR. DPO - PROJ. ARQUITETURA
";;"Solicitamos urgência na medida do possível, pois quando concluir o prédio da Engenahria Química/Alimentos, mesmo que a frente seja para o CT, prevemos ampliação dos usuários.
Espera-se que as obras serão custeadas com recursos da Administração Central, na execução do plano diretor geral de estacionamento do Campus.";"ENVIADA_PROJETO";"23077.53312/2010-16"
"7202";"2010";"251";"DIRETORIA DO RESTAURANTE UNIVERSITÁRIO";"251";"DIRETORIA DO RESTAURANTE UNIVERSITÁRIO";;"SOLICITO O PROJETO DE AMBIENTAÇÃO PARA AS ÁREAS ADMINISTRATIVAS DO RESTAURANTE UNIVERSITÁRIO CENTRAL SENDO: SALA DA ADMINISTRAÇÃO, SECRETARIA, RECEPÇAO, ÁREAS DE CONVIVÊNCIA, SALA DAS NUTRICIONISTAS, REFEITÓRIO E OUTRAS, CONFORME O PROJETO DE REFORMA. DPO - PROJ. ARQUITETURA";;" A SOLICITAÇÃO ANTERIOR É DE NÚMERO 4373/2010 QUE DESDE 03/08/2010 FOI ENCAMINHADA A DPO E ENCONTRA-SE COM O STATUS DE NÃO RECEBIDO. VISTO A NECESSIDADE DE AQUISIÇÃO DOS MOBILIÁRIOS AINDA SERÃO ADQUIRIDOS.";"ENVIADA_PROJETO";"23077.53313/2010-52"
"7182";"2010";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"25/11/2010";"EXECUÇÃO DE COBERTURA NAS ÁREAS VERDES DO DEPARTAMENTO DE FISIOTERAPIA";;"";"FINALIZADA_ATENDIMENTO";
"7177";"2010";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"25/11/2010";"AMPLIAÇÃO DO PAVILHÃO ADMINISTRATIVO DO CENTRO DE CIÊNCIAS HUMANAS LETRAS E ARTES PARA INSTALAÇÃO DO LABPLAN E DOS CURSOS DE GESTÃO EM POLÍTICAS PÚBLICAS E DE LÍNGUA ESPANHOLA, NO CAMPUS CENTRAL DA UFRN - 2ª ETAPA";;"";"FINALIZADA_ATENDIMENTO";
